Vulnerability Name,Risk Severity,CVSS Score,Vulnerability CVE IDs,Distribution,OS State,Hardware Configuration,Vulnerability Scanner
Ubuntu: (Multiple Advisories) (USN-6633-1): Bind vulnerabilities,Medium,4,"CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6640-1): shadow vulnerability,Medium,4,CVE-2023-4641,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6644-1): LibTIFF vulnerabilities,Medium,4,"CVE-2023-6228, CVE-2023-6277, CVE-2023-52356,",Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6657-1): Dnsmasq vulnerability,Medium,4,CVE-2023-28450,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6658-1): libxml2 vulnerability,Medium,4,CVE-2024-25062,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6664-1): less vulnerability,Medium,4,CVE-2022-48624,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6666-1): libuv vulnerability,Medium,4,CVE-2024-24806,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6673-1): python-cryptography vulnerabilities,Medium,4,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6676-1): c-ares vulnerability,Medium,4,CVE-2024-25629,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6694-1): Expat vulnerabilities,Medium,4,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6713-1): QPDF vulnerability,Medium,4,CVE-2024-24246,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6718-1): curl vulnerabilities,Medium,4,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6719-1): util-linux vulnerability,Medium,4,CVE-2024-28085,Ubuntu,freshly installed,Laptop,Nexpose
Ubuntu: (Multiple Advisories) (USN-6721-1): X.Org X Server vulnerabilities,Medium,4,"CVE-2024-31080, CVE-2024-31081, CVE-2024-31082, CVE-2024-31083",Ubuntu,freshly installed,Laptop,Nexpose
User umask value is unsafe,Medium,4,,Ubuntu,freshly installed,Laptop,Nexpose
ICMP redirection enabled,High,7,,Ubuntu,freshly installed,Server,Nexpose
ICMP timestamp response,Low,1,CVE-1999-0524,Ubuntu,freshly installed,Server,Nexpose
No password for Grub,Medium,5,,Ubuntu,freshly installed,Server,Nexpose
Partition Mounting Weakness,Low,2,,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6423-2): CUE vulnerability,Medium,4,CVE-2023-43641,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6429-3): curl vulnerabilities,Medium,4,CVE-2023-38546,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6433-1): Ghostscript vulnerability,Medium,4,CVE-2023-43115,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6450-1): OpenSSL vulnerabilities,Medium,4,CVE-2023-5363,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6452-1): Vim vulnerabilities,Medium,4,"CVE-2023-4733, CVE-2023-4734, CVE-2023-4735, CVE-2023-4738, CVE-2023-4750, CVE-2023-4752, CVE-2023-4781, CVE-2023-5344, CVE-2023-5441, CVE-2023-5535",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6453-1): X.Org X Server vulnerabilities,Medium,4,"CVE-2023-5367, CVE-2023-5380",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6471-1): libsndfile vulnerability,Medium,4,CVE-2022-33065,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6473-1): urllib3 vulnerabilities,Medium,4,"CVE-2023-45803, CVE-2023-43804",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6477-1): procps-ng vulnerability,Medium,4,CVE-2023-4016,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6484-1): OpenVPN vulnerabilities,Medium,4,"CVE-2023-46849, CVE-2023-46850",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6485-1): Intel Microcode vulnerability,Medium,4,CVE-2023-23583,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6487-1): Avahi vulnerabilities,Medium,4,"CVE-2023-38469, CVE-2023-38470, CVE-2023-38471, CVE-2023-38472, CVE-2023-38473",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6490-1): WebKitGTK vulnerabilities,Medium,4,"CVE-2023-41983, CVE-2023-42852",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6499-1): GnuTLS vulnerability,Medium,4,CVE-2023-5981,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6504-1): tracker-miners vulnerability,Medium,4,CVE-2023-5557,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6505-1): .NET vulnerability,Medium,4,CVE-2023-44487,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6517-1): Perl vulnerabilities,Medium,4,CVE-2023-47038,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6522-1): FreeRDP vulnerabilities,Medium,4,"CVE-2022-41877, CVE-2023-39352, CVE-2023-39356",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6535-1): curl vulnerabilities,Medium,4,"CVE-2023-46218, CVE-2023-46219",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6539-1): python-cryptography vulnerabilities,Medium,4,CVE-2023-49083,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6540-1): BlueZ vulnerability,Medium,4,CVE-2023-45866,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6543-1): GNU Tar vulnerability,Medium,4,CVE-2023-39804,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6545-1): WebKitGTK vulnerabilities,Medium,4,"CVE-2023-42916, CVE-2023-42917",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6551-1): Ghostscript vulnerability,Medium,4,CVE-2023-46751,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6554-1): GNOME Settings vulnerability,Medium,4,CVE-2023-5616,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6555-1): X.Org X Server vulnerabilities,Medium,4,"CVE-2023-6377, CVE-2023-6478",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6557-1): Vim vulnerabilities,Medium,4,"CVE-2023-46246, CVE-2023-48231, CVE-2023-48232, CVE-2023-48233, CVE-2023-48234, CVE-2023-48235, CVE-2023-48236, CVE-2023-48237, CVE-2023-48706",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6566-1): SQLite vulnerabilities,Medium,4,CVE-2023-7104,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6582-1): WebKitGTK vulnerability,Medium,4,CVE-2023-42883,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6587-1): X.Org X Server vulnerabilities,Medium,4,"CVE-2023-6816, CVE-2024-0229, CVE-2024-0408, CVE-2024-0409, CVE-2024-21885, CVE-2024-21886",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6588-1): PAM vulnerability,Medium,4,CVE-2024-22365,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6593-1): GnuTLS vulnerabilities,Medium,4,"CVE-2024-0553, CVE-2024-0567",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6599-1): Jinja2 vulnerabilities,Medium,4,CVE-2024-22195,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6618-1): Pillow vulnerabilities,Medium,4,CVE-2023-50447,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6620-1): GNU C Library vulnerabilities,Medium,4,"CVE-2023-6246, CVE-2023-6779, CVE-2023-6780",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6622-1): OpenSSL vulnerabilities,Medium,4,"CVE-2023-5678, CVE-2024-0727",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6631-1): WebKitGTK vulnerabilities,Medium,4,"CVE-2024-23206, CVE-2024-23213, CVE-2024-23222",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6633-1): Bind vulnerabilities,Medium,4,"CVE-2023-50387, CVE-2023-50868",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6640-1): shadow vulnerability,Medium,4,CVE-2023-4641,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6644-1): LibTIFF vulnerabilities,Medium,4,"CVE-2023-6228, CVE-2023-6277, CVE-2023-52356,",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6657-1): Dnsmasq vulnerability,Medium,4,CVE-2023-28450,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6658-1): libxml2 vulnerability,Medium,4,CVE-2024-25062,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6664-1): less vulnerability,Medium,4,CVE-2022-48624,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6666-1): libuv vulnerability,Medium,4,CVE-2024-24806,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6673-1): python-cryptography vulnerabilities,Medium,4,"CVE-2023-50782, CVE-2024-26130",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6676-1): c-ares vulnerability,Medium,4,CVE-2024-25629,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6694-1): Expat vulnerabilities,Medium,4,"CVE-2023-52425, CVE-2024-28757",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6713-1): QPDF vulnerability,Medium,4,CVE-2024-24246,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6718-1): curl vulnerabilities,Medium,4,"CVE-2024-2004, CVE-2024-2398",Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6719-1): util-linux vulnerability,Medium,4,CVE-2024-28085,Ubuntu,freshly installed,Server,Nexpose
Ubuntu: (Multiple Advisories) (USN-6721-1): X.Org X Server vulnerabilities,Medium,4,"CVE-2024-31080, CVE-2024-31081, CVE-2024-31082, CVE-2024-31083",Ubuntu,freshly installed,Server,Nexpose
User umask value is unsafe,Medium,4,,Ubuntu,freshly installed,Server,Nexpose
ICMP redirection enabled,High,7,,Ubuntu,fully updated,Desktop,Nexpose
ICMP timestamp response,Low,1,CVE-1999-0524,Ubuntu,fully updated,Desktop,Nexpose
No password for Grub,Medium,5,,Ubuntu,fully updated,Desktop,Nexpose
Partition Mounting Weakness,Low,2,,Ubuntu,fully updated,Desktop,Nexpose
User umask value is unsafe,Medium,4,,Ubuntu,fully updated,Desktop,Nexpose
ICMP redirection enabled,High,7,,Ubuntu,fully updated,Laptop,Nexpose
ICMP timestamp response,Low,1,CVE-1999-0524,Ubuntu,fully updated,Laptop,Nexpose
No password for Grub,Medium,5,,Ubuntu,fully updated,Laptop,Nexpose
Partition Mounting Weakness,Low,2,,Ubuntu,fully updated,Laptop,Nexpose
TCP timestamp response,Low,1,,Ubuntu,fully updated,Laptop,Nexpose
User umask value is unsafe,Medium,4,,Ubuntu,fully updated,Laptop,Nexpose
ICMP redirection enabled,High,7,,Ubuntu,fully updated,Server,Nexpose
ICMP timestamp response,Low,1,CVE-1999-0524,Ubuntu,fully updated,Server,Nexpose
No password for Grub,Medium,5,,Ubuntu,fully updated,Server,Nexpose
Partition Mounting Weakness,Low,2,,Ubuntu,fully updated,Server,Nexpose
TCP timestamp response,Low,1,,Ubuntu,fully updated,Server,Nexpose
User umask value is unsafe,Medium,4,,Ubuntu,fully updated,Server,Nexpose
